ct_dst_src_ltm,sport,ct_dst_sport_ltm,dsport,ct_src_dport_ltm,ct_src_ ltm,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,ct_dst_ltm,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,Label
6,35176,1,6881,6,10,2.35964,1540,1644,31,29,4,4,11,4895.662109,5265.210449,16,18,255,255,3468013616,132540618,96,91,0,0,9922.791002,301.844125,1421927443,1421927446,157.287062,138.732875,0.002052,0.00118,0.000872,0,0,0,0,0,7,10,0
3,20105,1,6881,15,16,2.15778,1540,1644,31,29,4,4,7,5353.650879,5757.769531,16,18,255,255,588499308,184966366,96,91,0,0,12000.71177,253.93625,1421927443,1421927446,143.830537,126.388,0.012958,0.009179,0.003779,0,0,0,0,0,16,6,0
4,38582,1,6881,15,16,2.820766,1540,1644,31,29,4,4,25,4095.341553,4404.477539,16,18,255,255,301016411,2425756636,96,91,0,0,14574.10845,288.225375,1421927443,1421927446,188.02566,157.385172,0.145964,0.145216,0.000748,0,0,0,0,0,16,23,0
2,1335,1,6881,19,20,2.596724,1540,1644,31,29,4,4,10,4448.682129,4784.489746,16,18,255,255,3813885964,208631094,96,91,0,0,11944.38795,291.364813,1421927443,1421927446,173.091399,152.684063,0.001267,0.001094,0.000173,0,0,0,0,0,20,8,0
2,20057,1,6881,4,6,2.483491,2302,34406,31,29,5,15,7,7170.551758,108192.8672,30,42,255,255,563464478,2208972249,77,819,0,0,6578.344657,4967.145686,1421927443,1421927446,85.626038,60.552998,0.000995,0.000814,0.000181,0,0,0,0,0,6,7,0
3,1981,1,6881,5,6,2.245723,1540,1644,31,29,4,4,25,5144.000488,5532.293945,16,18,255,255,2291434122,2295165225,96,91,0,0,8743.411772,271.675406,1421927443,1421927446,149.692927,132.069297,0.000703,0.00054,0.000163,0,0,0,0,0,6,23,0
3,3701,1,6881,5,6,2.290611,1540,1644,31,29,4,4,25,5043.195801,5423.880371,16,18,255,255,2291435837,232011135,96,91,0,0,8543.807314,259.718047,1421927443,1421927446,152.681729,134.681,0.001949,0.00103,0.000919,0,0,0,0,0,6,23,0
4,6062,1,6881,8,9,1.900494,1540,1644,31,29,4,4,11,6078.419434,6537.247559,16,18,255,255,241013375,2639360880,96,91,0,0,9858.342213,282.010281,1421927444,1421927446,126.674934,105.499,0.107883,0.107007,0.000876,0,0,0,0,0,8,11,0
3,6787,1,6881,8,9,2.725175,1540,1644,31,29,4,4,10,4238.994141,4558.973633,16,18,255,255,1081021779,2472543239,96,91,0,0,13548.11171,439.676781,1421927444,1421927446,181.60047,155.348594,0.085037,0.084248,0.000789,0,0,0,0,0,8,8,0
4,7918,1,6881,8,9,2.050937,1540,1644,31,29,4,4,11,5632.547852,6057.719238,16,18,255,255,241015227,2642421450,96,91,0,0,13378.99331,284.617625,1421927444,1421927446,136.707205,120.61482,0.000611,0.00048,0.000131,0,0,0,0,0,8,11,0
10,3634,1,6881,19,20,2.525566,1540,1644,31,29,4,4,25,4574.023926,4919.292969,16,18,255,255,2428143887,347887609,96,91,0,0,11831.29553,370.047188,1421927444,1421927446,168.349662,148.534531,0.000613,0.000474,0.000139,0,0,0,0,0,20,23,0
10,47223,1,6881,19,20,2.133959,1540,1644,31,29,4,4,25,5413.412109,5822.04248,16,18,255,255,278560593,2487549120,96,91,0,0,10298.08292,323.6495,1421927444,1421927446,142.240869,124.402531,0.02002,0.019115,0.000905,0,0,0,0,0,20,23,0
1,43714,1,80,1,8,0.119112,1052,824,31,29,2,2,11,61857.74609,49835.44922,8,10,255,255,3748139232,4142204836,132,82,1,83,996.591439,24.16899,1421927446,1421927446,16.953714,13.172777,0.000711,0.000553,0.000158,0,0,1,0,0,1,1,0
1,8650,1,80,1,4,0.193413,1052,824,31,29,2,2,7,38094.64453,30690.80078,8,10,255,255,1718557605,3902212977,132,82,1,83,1826.84654,46.687,1421927446,1421927446,27.58,21.394,0.001031,0.000863,0.000168,0,0,1,0,0,1,1,0
1,26708,1,60447,1,6,1.539155,2662,23162,31,29,7,14,5,13508.71094,117524.2266,42,42,255,255,4246397444,876988119,63,551,0,0,0,73.50732,1421927445,1421927446,37.531146,37.512586,0.001319,0.001134,0.000185,0,0,0,0,0,6,5,0
4,4319,1,53,1,8,0.001001,132,164,31,29,0,0,25,527472.5,655344.625,2,2,0,0,0,0,66,82,0,0,0,0,1421927446,1421927446,0.004,0.008,0,0,0,0,0,0,0,0,1,1,0
2,30731,1,25229,1,4,24.015394,3910,51808,31,29,7,26,11,1282.843872,16997.09766,66,66,255,255,4260523114,4260856774,59,785,0,0,84647.29311,2654.16975,1421927422,1421927446,369.446405,369.457656,0.001,0.000648,0.000352,0,0,0,0,0,2,9,0
5,27170,1,6881,12,13,2.573178,1540,1644,31,29,4,4,11,4489.390137,4828.270508,16,18,255,255,2936333481,2468951190,96,91,0,0,11040.52466,294.002719,1421927444,1421927446,171.521004,149.612594,0.030573,0.02976,0.000813,0,0,0,0,0,13,9,0
5,56610,1,6881,12,13,2.719103,1540,1644,31,29,4,4,11,4248.459961,4569.153809,16,18,255,255,2936335339,2425770959,96,91,0,0,11890.23888,303.366031,1421927444,1421927446,181.185202,159.522469,0.007959,0.007219,0.00074,0,0,0,0,0,13,9,0
1,54271,1,111,1,7,1.990231,568,304,31,29,0,0,10,1712.364014,916.476501,4,4,0,0,0,0,142,76,0,0,639.707,738.675062,1421927444,1421927446,452.342656,522.326656,0,0,0,0,0,0,0,0,6,8,0
6,1031,1,6881,15,16,2.466707,1540,1644,31,29,4,4,11,4683.166504,5036.674316,16,18,255,255,2576336595,2422195829,96,91,0,0,11073.57952,310.979375,1421927444,1421927446,164.421335,145.071875,0.000606,0.00048,0.000126,0,0,0,0,0,16,11,0
6,1913,1,6881,15,16,2.489195,1540,1644,31,29,4,4,11,4640.857422,4991.171387,16,18,255,255,2576337475,2432957472,96,91,0,0,10818.99359,315.424594,1421927444,1421927446,165.924927,145.389875,0.0183,0.017563,0.000737,0,0,0,0,0,16,11,0
6,65189,1,6881,15,16,2.63999,1540,1644,31,29,4,4,11,4375.773926,4706.078125,16,18,255,255,430951799,2508550648,96,91,0,0,10464.14901,306.403188,1421927444,1421927446,175.974462,147.894594,0.126606,0.125778,0.000828,0,0,0,0,0,16,11,0
4,20162,1,6881,19,20,2.631924,1540,1644,31,29,4,4,11,4389.18457,4720.500977,16,18,255,255,3776334220,286047137,96,91,0,0,10217.65309,301.225563,1421927444,1421927446,175.43974,154.789469,0.000906,0.000502,0.000404,0,0,0,0,0,20,10,0
1,47951,1,6881,5,6,2.479092,1540,1644,31,29,4,4,4,4659.770996,5011.512695,16,18,255,255,3491430848,513162007,96,91,0,0,11810.87372,300.129281,1421927444,1421927446,165.231271,145.761125,0.001303,0.001149,0.000154,0,0,0,0,0,6,3,0
3,26452,1,6881,12,13,3.095784,1540,1644,31,29,4,4,7,3731.526611,4013.199951,16,18,255,255,4118077999,2375960322,96,91,0,0,14124.1274,282.634375,1421927443,1421927446,206.362604,173.380469,0.149158,0.148315,0.000843,0,0,0,0,0,13,7,0
4,60145,1,6881,4,8,2.695014,2302,34406,31,29,5,15,25,6607.757812,99701.14844,30,42,255,255,1523470764,70769273,77,819,0,0,7129.339525,6349.687014,1421927443,1421927446,92.920207,65.719363,0.000656,0.000519,0.000137,0,0,0,0,0,7,23,0
3,1429,1,6881,19,20,3.094378,1540,1644,31,29,4,4,11,3733.221924,4015.023438,16,18,255,255,2218918002,2293747899,96,91,0,0,15232.72912,359.452437,1421927443,1421927446,206.26827,181.945359,0.002044,0.001306,0.000738,0,0,0,0,0,20,9,0
3,2310,1,6881,19,20,3.164028,1540,1644,31,29,4,4,11,3651.04248,3926.640381,16,18,255,255,2218918858,2335141633,96,91,0,0,18867.71329,391.808031,1421927443,1421927446,210.884862,182.110234,0.070953,0.068153,0.0028,0,0,0,0,0,20,9,0
10,31090,1,6881,19,20,2.720451,1540,1644,31,29,4,4,25,4246.354492,4566.889648,16,18,255,255,850949202,129167205,96,91,0,0,13103.92613,298.871125,1421927443,1421927446,181.341196,158.871172,0.021511,0.019636,0.001875,0,0,0,0,0,20,23,0
10,32775,1,6881,19,20,2.554977,1540,1644,31,29,4,4,25,4521.371582,4862.666016,16,18,255,255,2996337373,2390973794,96,91,0,0,12611.04284,304.703969,1421927443,1421927446,170.307735,157.851625,0.031012,0.029341,0.001671,0,0,0,0,0,20,23,0
4,51815,1,6881,8,9,2.523536,2302,34406,31,29,5,15,11,7056.764648,106475.9922,30,42,255,255,1166045484,70886438,77,819,0,0,6291.051993,6192.874589,1421927443,1421927446,87.007238,61.538364,0.0006,0.000458,0.000142,0,0,0,0,0,8,11,0
3,44379,1,6881,12,13,2.08609,1540,1644,31,29,4,4,8,5537.632324,5955.63916,16,18,255,255,3453885490,250022193,96,91,0,0,11295.4001,266.734312,1421927443,1421927446,139.04966,122.68118,0.000631,0.000498,0.000133,0,0,0,0,0,13,9,0
6,35867,1,6881,6,10,2.23766,1540,1644,31,29,4,4,11,5162.536133,5552.229004,16,18,255,255,3468016365,2410616957,96,91,0,0,9632.493358,287.324781,1421927443,1421927446,149.148533,131.585406,0.000868,0.000701,0.000167,0,0,0,0,0,7,10,0
4,26046,1,6881,4,8,2.54014,1540,1644,31,29,4,4,25,4547.780762,4891.069336,16,18,255,255,1523474563,114772500,96,91,0,0,9166.350145,300.93225,1421927443,1421927446,169.309798,145.407297,0.183126,0.068213,0.114913,0,0,0,0,0,7,23,0
3,36172,1,6881,15,16,3.17369,2302,34406,31,29,5,15,7,5611.133789,84663.59375,30,42,255,255,588495910,173579412,77,819,0,0,7833.344677,6529.326488,1421927443,1421927446,109.425793,73.599412,0.1569,0.156113,0.000787,0,0,0,0,0,16,6,0
3,54010,1,6881,19,20,2.343108,1540,1644,31,29,4,4,11,4930.204102,5302.359375,16,18,255,255,2218916298,136656289,96,91,0,0,11624.8253,346.96225,1421927443,1421927446,156.170003,137.766297,0.001252,0.00108,0.000172,0,0,0,0,0,20,9,0
1,40923,1,6881,5,6,2.888217,2302,34406,31,29,5,15,8,6165.741699,93031.78906,30,42,255,255,2711432876,2325288458,77,819,0,0,6045.975687,4999.31813,1421927443,1421927446,99.579308,70.430854,0.000707,0.000551,0.000156,0,0,0,0,0,6,9,0
1,13400,1,5190,1,6,6.755689,1272,2572,31,29,4,4,5,1412.735229,2877.574707,16,18,255,255,3903105069,3903435844,80,143,0,0,45962.75096,1306.505625,1421927439,1421927446,450.352733,397.356281,0.000765,0.000621,0.000144,0,0,0,0,0,6,5,0
1,51022,1,30318,1,16,26.173834,4152,2976,31,29,7,7,4,1220.455566,877.211975,26,28,255,255,3120526841,1007505436,160,106,0,0,147882.2894,4396.904,1421927420,1421927446,1046.94028,969.378,0.000762,0.000622,0.00014,0,0,0,0,0,16,3,0
1,41324,1,5190,1,8,3.997117,1272,2572,31,29,4,4,5,2387.720947,4863.505371,16,18,255,255,1766039937,1766389472,80,143,0,0,18803.54304,540.8195,1421927442,1421927446,266.450521,235.085938,0.000776,0.000644,0.000132,0,0,0,0,0,7,5,0
4,42898,1,6881,8,9,2.000151,1540,1644,31,29,4,4,11,5775.563965,6211.53125,16,18,255,255,2390595141,2645690935,96,91,0,0,11857.06456,274.289656,1421927444,1421927446,133.321473,117.595531,0.001165,0.001023,0.000142,0,0,0,0,0,8,11,0
2,6662,1,6881,15,16,2.586287,1540,1644,31,29,4,4,10,4466.634766,4803.797852,16,18,255,255,3518076031,478023010,96,91,0,0,11397.29176,286.932594,1421927444,1421927446,172.397394,161.57475,0.001291,0.00109,0.000201,0,0,0,0,0,16,8,0
1,3138,1,5190,1,4,1.916703,1272,2572,31,29,4,4,8,4979.383789,10142.41699,16,18,255,255,458555447,462761345,80,143,0,0,7032.928993,174.294563,1421927444,1421927446,127.754463,112.321,0.007418,0.007239,0.000179,0,0,0,0,0,2,9,0
3,39081,1,6881,12,13,2.100271,1540,1644,31,29,4,4,8,5500.242676,5915.427246,16,18,255,255,1308499841,251249958,96,91,0,0,11456.56616,307.147719,1421927443,1421927446,139.996271,123.483414,0.001953,0.001042,0.000911,0,0,0,0,0,13,9,0
3,6005,1,6881,12,13,2.818535,2302,34406,31,29,5,15,8,6318.175781,95331.78906,30,42,255,255,3453882942,245566870,77,819,0,0,8089.327607,5540.094635,1421927443,1421927446,97.179484,65.935564,0.116965,0.115176,0.001789,0,0,0,0,0,13,9,0
3,29634,1,6881,5,7,2.506878,1540,1644,31,29,4,4,8,4608.122559,4955.965332,16,18,255,255,2983816739,139376459,96,91,0,0,15576.95537,313.916156,1421927443,1421927446,167.104006,146.743703,0.014915,0.012234,0.002681,0,0,0,0,0,6,9,0
3,53716,1,6881,5,7,3.064531,1540,1644,31,29,4,4,8,3769.581543,4054.127686,16,18,255,255,2983819412,127341416,96,91,0,0,16999.04907,366.79475,1421927443,1421927446,204.252194,180.240594,0.0014,0.000436,0.000964,0,0,0,0,0,6,9,0
6,12834,1,6881,6,10,2.76648,2302,34406,31,29,5,15,11,6437.061035,97125.59375,30,42,255,255,3468012776,129167030,77,819,0,0,7343.443701,6741.773356,1421927443,1421927446,95.383173,65.370637,0.088016,0.086283,0.001733,0,0,0,0,0,7,10,0
10,29382,1,6881,19,20,3.171431,2302,34406,31,29,5,15,25,5615.130859,84723.89844,30,42,255,255,2996333981,2261946680,77,819,0,0,8458.767651,7105.027864,1421927443,1421927446,109.347307,77.307415,0.001967,0.001824,0.000143,0,0,0,0,0,20,23,0
2,24847,1,6881,4,6,2.473357,1540,1644,31,29,4,4,25,4670.575195,5023.132812,16,18,255,255,2828852204,2269744170,96,91,0,0,10611.22859,286.748063,1421927443,1421927446,164.864463,145.426938,0.00199,0.001096,0.000894,0,0,0,0,0,6,23,0
2,23415,1,21,1,10,12.40586,2934,3742,31,29,11,15,10,1855.897095,2368.558105,52,54,255,255,3046397311,902068474,56,69,0,0,41542.54987,1258.217,1421927434,1421927446,243.245533,234.062437,0.000687,0.000546,0.000141,0,0,0,0,0,1,1,0
3,50695,1,6881,15,16,2.49132,1540,1644,31,29,4,4,7,4636.899414,4986.914551,16,18,255,255,3048010883,514433522,96,91,0,0,16089.56678,385.864469,1421927444,1421927446,166.065927,146.462531,0.001541,0.001452,0.000089,0,0,0,0,0,16,6,0
4,20985,1,6881,19,20,2.668486,1540,1644,31,29,4,4,11,4329.046387,4655.823242,16,18,255,255,3776335040,2436420076,96,91,0,0,11536.67854,303.948281,1421927444,1421927446,177.873129,156.937234,0.001673,0.000552,0.001121,0,0,0,0,0,20,10,0
10,28529,1,6881,19,20,2.203036,1540,1644,31,29,4,4,25,5243.672852,5639.490234,16,18,255,255,850946522,2434764600,96,91,0,0,11000.03813,251.071719,1421927444,1421927446,146.846935,128.281352,0.023027,0.022244,0.000783,0,0,0,0,0,20,23,0
2,23482,1,6881,5,7,2.716888,1540,1644,31,29,4,4,5,4251.923828,4572.878906,16,18,255,255,478434947,2407754408,96,91,0,0,11862.14817,336.160031,1421927443,1421927446,181.104273,159.576,0.004903,0.004093,0.00081,0,0,0,0,0,6,5,0
2,62301,1,6881,5,7,2.946783,1540,1644,31,29,4,4,5,3920.207031,4216.123047,16,18,255,255,478435905,2453379466,96,91,0,0,11644.54092,322.798812,1421927443,1421927446,196.410865,169.343,0.077722,0.067944,0.009778,0,0,0,0,0,6,5,0
1,61521,1,6881,6,10,2.56844,2302,34406,31,29,5,15,7,6933.391602,104614.4766,30,42,255,255,2893043494,34550544,77,819,0,0,6084.936607,4835.776183,1421927443,1421927446,88.528796,62.626414,0.000884,0.000752,0.000132,0,0,0,0,0,7,6,0
4,45006,1,6881,15,16,2.684824,1540,1644,31,29,4,4,25,4302.703125,4627.491211,16,18,255,255,301014684,187062490,96,91,0,0,14632.78401,308.031031,1421927443,1421927446,178.965069,157.862469,0.002079,0.001161,0.000918,0,0,0,0,0,16,23,0
10,51767,1,6881,19,20,2.689048,1540,1644,31,29,4,4,25,4295.943848,4620.222168,16,18,255,255,2996334850,2267337804,96,91,0,0,11837.70294,312.24825,1421927443,1421927446,179.2484,158.151938,0.000613,0.00046,0.000153,0,0,0,0,0,20,23,0
3,52342,1,6881,5,6,2.854204,2302,34406,31,29,5,15,25,6239.217773,94140.4375,30,42,255,255,146045764,145657063,77,819,0,0,6726.239609,5682.518409,1421927443,1421927446,98.374242,69.579951,0.004093,0.001421,0.002672,0,0,0,0,0,6,23,0
3,45600,1,6881,8,9,2.499778,1540,1644,31,29,4,4,10,4621.210449,4970.041504,16,18,255,255,3226409209,2587202107,96,91,0,0,16253.04782,348.464094,1421927444,1421927446,166.62733,146.928172,0.002765,0.001994,0.000771,0,0,0,0,0,8,8,0
6,18630,1,6881,15,16,2.460726,1540,1644,31,29,4,4,11,4694.549316,5048.916504,16,18,255,255,2576335778,2421211096,96,91,0,0,9373.309971,299.417094,1421927444,1421927446,164.025198,144.682594,0.001222,0.00112,0.000102,0,0,0,0,0,16,11,0
6,42217,1,53,1,10,0.001413,146,178,31,29,0,0,11,413305,503892.4063,2,2,0,0,0,0,73,89,0,0,0,0,1421927446,1421927446,0.008,0.004,0,0,0,0,0,0,0,0,1,1,0
6,36947,1,6881,6,10,2.281268,1540,1644,31,29,4,4,11,5063.850586,5446.094238,16,18,255,255,1318434578,259975114,96,91,0,0,10215.61718,290.102688,1421927443,1421927446,152.06146,131.415531,0.047905,0.047203,0.000702,0,0,0,0,0,7,10,0
1,25224,1,6881,4,8,3.389808,1540,1644,31,29,4,4,7,3407.862793,3665.104492,16,18,255,255,4211432783,26998524,96,91,0,0,13963.84125,390.241406,1421927443,1421927446,225.963869,199.340594,0.001146,0.001014,0.000132,0,0,0,0,0,7,7,0
4,44167,1,6881,15,16,2.783989,1540,1644,31,29,4,4,25,4149.441895,4462.661621,16,18,255,255,2446400349,114777482,96,91,0,0,15114.48863,313.600875,1421927443,1421927446,185.576872,160.516125,0.171084,0.055214,0.11587,0,0,0,0,0,16,23,0
2,58457,1,6881,15,16,3.121473,1540,1644,31,29,4,4,10,3700.816895,3980.172119,16,18,255,255,2841367235,225769465,96,91,0,0,16975.30637,330.809937,1421927443,1421927446,208.073135,174.423172,0.157986,0.156277,0.001709,0,0,0,0,0,16,8,0
6,63812,1,6881,15,16,3.003047,2302,34406,31,29,5,15,11,5929.977051,89474.46094,30,42,255,255,2576334814,245589533,77,819,0,0,7485.880783,6603.479948,1421927443,1421927446,103.540446,72.968707,0.012979,0.011318,0.001661,0,0,0,0,0,16,11,0
1,53097,1,6881,19,20,2.51876,2302,34406,31,29,5,15,7,7070.145508,106677.8906,30,42,255,255,4020534836,67982784,77,819,0,0,5551.916849,5207.993632,1421927443,1421927446,86.842623,60.429681,0.041991,0.041142,0.000849,0,0,0,0,0,20,7,0
2,1870,1,6881,4,6,2.357008,1540,1644,31,29,4,4,7,4901.128906,5271.089355,16,18,255,255,673532425,106742824,96,91,0,0,9374.540683,269.873031,1421927443,1421927446,157.112194,138.584,0.001982,0.001079,0.000903,0,0,0,0,0,6,7,0
2,55361,1,6881,4,6,2.475688,1540,1644,31,29,4,4,25,4666.177734,5018.402832,16,18,255,255,2828853019,2320152960,96,91,0,0,11402.25678,233.775125,1421927443,1421927446,165.020598,140.783469,0.083987,0.082367,0.00162,0,0,0,0,0,6,23,0
5,30702,1,6881,12,13,2.871557,1540,1644,31,29,4,4,11,4022.904541,4326.572754,16,18,255,255,790950609,2442564042,96,91,0,0,11873.93105,304.912781,1421927444,1421927446,191.416802,168.264,0.012915,0.011068,0.001847,0,0,0,0,0,13,9,0
5,51340,1,6881,12,13,2.793356,1540,1644,31,29,4,4,11,4135.527344,4447.696777,16,18,255,255,790949678,2434767590,96,91,0,0,12175.40322,321.139406,1421927444,1421927446,186.19934,163.535531,0.01404,0.01325,0.00079,0,0,0,0,0,13,9,0
6,36285,1,6881,15,16,2.077302,1540,1644,31,29,4,4,11,5561.05957,5980.834961,16,18,255,255,430947368,2531944799,96,91,0,0,9228.143781,268.197656,1421927444,1421927446,138.461727,122.011297,0.003328,0.003104,0.000224,0,0,0,0,0,16,11,0
10,2802,1,6881,19,20,2.35813,1540,1644,31,29,4,4,25,4898.796875,5268.581543,16,18,255,255,278562259,2492579528,96,91,0,0,10527.10115,376.062031,1421927444,1421927446,157.117869,138.685703,0.000659,0.000463,0.000196,0,0,0,0,0,20,23,0
10,32302,1,6881,19,20,2.089399,1540,1644,31,29,4,4,25,5528.862305,5946.207031,16,18,255,255,2428139719,348524145,96,91,0,0,10873.52875,301.065031,1421927444,1421927446,139.269331,122.85182,0.001774,0.000911,0.000863,0,0,0,0,0,20,23,0
4,59696,1,6881,19,20,2.782394,1540,1644,31,29,4,4,11,4151.820312,4465.219727,16,18,255,255,1630949382,2433789134,96,91,0,0,11106.49189,321.091937,1421927444,1421927446,185.467867,163.640172,0.000977,0.00051,0.000467,0,0,0,0,0,20,10,0
1,39252,1,5055,1,10,11.278294,4550,72810,31,29,7,33,25,3186.297607,51000.62109,78,80,255,255,3710588984,1561349761,58,910,0,0,29572.65749,29850.59695,1421927435,1421927446,146.453397,142.754998,0.00078,0.000638,0.000142,0,0,0,0,0,7,23,0
1,40650,1,38455,1,8,25.357216,3806,51808,31,29,7,26,11,1182.148682,16097.66602,64,66,255,255,1510941992,1511267475,59,785,0,0,90051.64959,88897.66124,1421927421,1421927446,402.490188,390.100985,0.000817,0.000634,0.000183,0,0,0,0,0,7,10,0
2,7188,1,53,1,4,0.00107,132,164,31,29,0,0,11,493457.9375,613084.125,2,2,0,0,0,0,66,82,0,0,0,0,1421927446,1421927446,0.001,0.004,0,0,0,0,0,0,0,0,1,1,0
3,5818,1,6881,8,9,2.273934,1540,1644,31,29,4,4,10,5080.183105,5463.65918,16,18,255,255,3226407298,2416765484,96,91,0,0,11253.9218,358.730406,1421927443,1421927446,151.572469,130.571883,0.055031,0.05421,0.000821,0,0,0,0,0,8,8,0
1,61845,1,6881,12,13,2.360715,1540,1644,31,29,4,4,7,4893.433105,5262.8125,16,18,255,255,3015628895,2347428645,96,91,0,0,10982.79694,278.669062,1421927443,1421927446,157.358862,138.804937,0.001898,0.00103,0.000868,0,0,0,0,0,13,6,0
3,50822,1,6881,5,7,2.932452,1540,1644,31,29,4,4,8,3939.365479,4236.727539,16,18,255,255,838432084,2276279895,96,91,0,0,17244.13243,335.626031,1421927443,1421927446,195.473003,172.454359,0.000892,0.000723,0.000169,0,0,0,0,0,6,9,0
1,59151,1,6881,1,1,3.123051,1540,1644,31,29,4,4,2,3698.947021,3978.161133,16,18,255,255,2066044324,225775678,96,91,0,0,14701.19486,300.654594,1421927443,1421927446,208.18014,176.469469,0.123905,0.123069,0.000836,0,0,0,0,0,6,6,0
1,39704,1,6881,1,1,2.740018,1540,1644,31,29,4,4,4,4216.030762,4534.276855,16,18,255,255,301015540,2339948368,96,91,0,0,15188.00785,307.209906,1421927443,1421927446,182.646662,161.001359,0.003667,0.002993,0.000674,0,0,0,0,0,12,12,0
1,52849,1,6881,3,3,2.539704,1540,1644,31,29,4,4,2,4548.561523,4891.908691,16,18,255,255,2218917183,2289592105,96,91,0,0,13193.738,288.876031,1421927443,1421927446,169.29187,149.115828,0.007262,0.004731,0.002531,0,0,0,0,0,6,7,0
1,61926,1,6881,1,1,2.399028,1540,1644,31,29,4,4,4,4815.283203,5178.76416,16,18,255,255,683464842,87893941,96,91,0,0,10057.56814,277.395281,1421927443,1421927446,159.914002,139.984703,0.01994,0.019287,0.000653,0,0,0,0,0,12,12,0
1,46853,1,6881,1,2,2.252858,1540,1644,31,29,4,4,4,5127.708984,5514.772949,16,18,255,255,146048476,2375954834,96,91,0,0,8699.483331,249.653969,1421927443,1421927446,150.16754,124.626937,0.135044,0.134197,0.000847,0,0,0,0,0,9,12,0
1,21544,1,6881,1,2,1.902097,1540,1644,31,29,4,4,1,6073.296875,6531.738281,16,18,255,255,2628013759,2856570475,96,91,0,0,7438.615673,194.224094,1421927444,1421927446,126.353202,109.173937,0.182869,0.046139,0.13673,0,0,0,0,0,16,11,0
1,22695,1,6881,3,3,2.823747,1540,1644,31,29,4,4,2,4091.018066,4399.827637,16,18,255,255,3776336748,342173063,96,91,0,0,11340.45832,312.613531,1421927444,1421927446,188.227135,160.817469,0.091689,0.089842,0.001847,0,0,0,0,0,6,6,0
1,48058,1,6881,3,3,2.313062,1540,1644,31,29,4,4,4,4994.245605,5371.235352,16,18,255,255,278561437,345183854,96,91,0,0,9166.695274,343.020719,1421927444,1421927446,154.181396,135.995641,0.002055,0.001135,0.00092,0,0,0,0,0,6,12,0
1,15456,1,12939,1,2,5.087665,3910,51808,31,29,7,26,2,6055.430176,80231.69531,66,66,255,255,806039281,806368197,59,785,0,0,9374.413217,289.777188,1421927441,1421927446,78.266997,78.262336,0.000737,0.000602,0.000135,0,0,0,0,0,8,7,0
1,11836,1,43783,1,2,3.392416,4654,72914,31,29,7,33,2,10838.29297,169849.4531,80,82,255,255,1586043023,3735939176,58,889,0,0,4109.241745,129.142195,1421927442,1421927446,42.93681,41.874492,0.000712,0.000571,0.000141,0,0,0,0,0,16,6,0
1,54763,1,25740,1,2,1.456124,320,1826,31,29,1,2,1,1466.908081,8779.472656,6,8,255,255,2113529029,1104765655,53,228,0,0,20561.6365,507.1555,1421927445,1421927446,291.1582,207.796281,0.001709,0.001546,0.000163,0,0,0,0,0,1,1,0
1,53238,1,53,1,2,0.00101,146,178,31,29,0,0,2,578217.8125,704950.5,2,2,0,0,0,0,73,89,0,0,0,0,1421927446,1421927446,0.001,0.001,0,0,0,0,0,0,0,0,1,2,0
6,25429,1,23414,1,12,1.910603,2558,23162,31,29,7,14,12,10446.96289,94675.86719,40,42,255,255,3956333910,1088919929,64,551,0,0,0,3259.544105,1421927445,1421927447,48.981181,46.588146,0.000628,0.000482,0.000146,0,0,0,0,0,12,11,0
4,33239,1,80,2,17,7.203038,1580,10168,31,29,3,5,12,1609.320923,10666.61035,12,18,255,255,2355624827,2356697721,132,565,0,0,38257.28136,30423.19665,1421927440,1421927447,654.787284,423.675634,0.0007,0.000545,0.000155,0,0,0,0,0,2,1,0
4,25947,1,53,1,17,0.000946,132,164,31,29,0,0,12,558139.5625,693446.125,2,2,0,0,0,0,66,82,0,0,0,0,1421927447,1421927447,0.011,0.003,0,0,0,0,0,0,0,0,1,1,0
3,56589,1,6881,6,9,3.120081,1540,1644,31,29,4,4,8,3702.468018,3981.947998,16,18,255,255,4118080489,301359520,96,91,0,0,14742.53645,331.892531,1421927444,1421927447,207.961594,183.455234,0.001464,0.001341,0.000123,0,0,0,0,0,8,6,0
7,11049,1,6881,9,13,3.447414,1540,1644,31,29,4,4,11,3350.917725,3603.86084,16,18,255,255,1368499705,2621950176,96,91,0,0,13599.34963,337.268469,1421927444,1421927447,229.804927,197.963469,0.082785,0.082033,0.000752,0,0,0,0,0,12,10,0
1,64604,1,6881,6,9,3.82433,2302,34406,31,29,5,15,13,4656.501953,70259.625,30,42,255,255,3015625509,2264357757,77,819,0,0,8132.788971,7413.697179,1421927443,1421927447,131.862102,91.077779,0.090936,0.090129,0.000807,0,0,0,0,0,8,11,0
4,52646,1,6881,10,10,3.494731,1540,1644,31,29,4,4,4,3305.547852,3555.066162,16,18,255,255,2368142456,2385026300,96,91,0,0,14457.19409,406.132406,1421927443,1421927447,232.952669,205.429234,0.004289,0.00243,0.001859,0,0,0,0,0,10,4,0
